currency,estruct,ecase,geo\time	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 
PPS,GRS,A1_100,DE	: 	47145.48 	45253.79 	43288.23 	43436.69 	42510.74 	40686.68 	38836.24 	39992.27 	39627.91 	38148.37 	37429.28 	36366.41 	35041.45 	34137.05 	32907.65 	82923.28 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,DK	: 	39767.96 	38648.82 	38201.74 	36716.25 	35817.55 	35425.11 	34011.40 	34496.00 	33863.51 	32055.57 	30587.49 	30477.24 	29684.09 	30418.40 	28997.16 	29022.78 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,EE	: 	17198.77 	15659.44 	15765.05 	14055.62 	12728.36 	815.67 	: 	223512.13 	11851.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,EL	: 	24336.86 	23409.45 	24051.67 	21006.53 	16449.66 	21410.38 	19211.58 	18341.83 	18422.25 	17180.44 	16074.71 	15771.62 	15089.03 	13525.61 	11834.78 	8280523.76 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,ES	: 	29127.00 	28220.46 	28612.75 	26302.04 	25956.53 	25630.45 	24712.13 	24430.21 	23680.83 	23063.78 	22601.11 	22034.25 	21935.01 	21982.55 	20991.24 	5094210.76 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,FI	: 	36385.70 	34817.73 	34322.78 	33260.27 	33233.89 	32532.34 	30649.52 	30802.45 	29736.33 	27330.50 	26496.21 	25373.95 	24021.42 	23800.49 	22530.44 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,FR	: 	35848.13 	34724.73 	32855.09 	33275.83 	32536.81 	31157.82 	29886.35 	29996.52 	29996.58 	28898.37 	28174.79 	26923.22 	26225.50 	27227.75 	26486.53 	229221.04 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,HR	: 	19049.98 	18379.49 	18870.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,HU	: 	17876.14 	17080.54 	17154.49 	15293.63 	14595.70 	13926.18 	13526.51 	13398.20 	12859.15 	12408.76 	11557.84 	10876.51 	10534.92 	10211.63 	9273.40 	8479.96 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,IE	: 	28442.53 	28558.75 	29497.29 	28047.60 	28232.53 	27332.41 	25231.47 	25209.30 	25137.23 	24039.61 	23434.93 	22207.31 	20994.94 	20039.93 	20192.87 	22205.83 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,IS	: 	40671.25 	37904.55 	36238.02 	33117.81 	30384.10 	29244.19 	29826.37 	36535.56 	38897.45 	36194.96 	34470.99 	29962.55 	27998.37 	27108.12 	26617.77 	27914.22 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,IT	: 	30450.66 	29881.47 	29346.76 	27681.89 	27799.00 	27253.77 	26001.40 	26091.48 	25179.29 	24220.12 	23323.48 	22606.04 	22302.53 	22046.51 	22241.63 	59007714.16 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,JP	: 	37016.43 	34644.22 	35104.90 	33282.52 	33234.44 	33285.98 	32329.79 	32237.18 	33582.19 	32571.17 	31843.48 	29505.91 	28393.51 	27503.83 	26455.93 	27892.15 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,LT	: 	13753.13 	13344.57 	12568.72 	11052.64 	10566.46 	10661.40 	10407.09 	11221.03 	10535.87 	8974.98 	7981.29 	7413.80 	6209.11 	6430.82 	6060.11 	6014.03 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,LU	: 	46604.20 	45424.22 	43081.92 	41730.06 	40574.24 	41123.54 	39787.42 	40033.19 	39433.99 	39091.59 	37647.68 	39375.62 	38338.69 	37650.95 	36454.51 	2103373.62 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,LV	: 	15155.12 	13646.93 	9766.92 	12134.04 	11616.21 	11851.25 	11261.13 	10848.63 	10046.37 	8577.14 	7441.05 	6780.01 	6462.94 	6185.26 	5805.58 	5522.42 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,MT	: 	11175.20 	24839.87 	27833.69 	26254.40 	25296.71 	22760.59 	21445.52 	21703.83 	20583.58 	20298.65 	20007.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,NL	: 	45130.43 	44143.79 	43724.84 	42904.76 	42429.05 	42608.63 	40740.47 	41157.28 	41174.86 	39214.18 	36931.36 	35705.20 	33954.28 	34220.27 	32923.49 	106016.46 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,NO	: 	44959.47 	43823.86 	43517.92 	42100.21 	40170.16 	39800.42 	38123.95 	38360.27 	38189.50 	35360.66 	33557.17 	32352.67 	31073.44 	30299.83 	28640.99 	28365.75 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,PL	: 	19839.53 	18128.21 	17149.07 	15916.52 	15771.97 	14453.83 	13925.24 	13889.99 	13826.15 	12030.18 	11338.97 	11202.21 	11046.33 	10725.99 	10418.00 	9942.87 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,PT	: 	21353.66 	21486.26 	21282.51 	18055.40 	20201.74 	19816.22 	19315.73 	18959.43 	18777.22 	17529.90 	16489.42 	15679.13 	15515.63 	15433.19 	13684.71 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,RO	: 	13209.18 	11453.47 	11431.81 	9830.87 	9882.51 	9513.43 	8650.15 	8685.50 	7561.93 	6442.75 	5782.39 	5567.43 	4931.74 	4830.73 	4775.21 	4112.63 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,SE	: 	37144.87 	35966.75 	34299.74 	33924.69 	32885.93 	32229.40 	31679.32 	32371.44 	31497.16 	29606.27 	28515.96 	27594.39 	26065.23 	25693.15 	25079.06 	24467.04 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,SI	: 	22653.55 	21623.27 	21860.73 	20071.85 	19887.05 	20134.94 	19056.32 	19152.83 	18540.02 	5502873.42 	5545088.47 	5588618.88 	5533791.24 	5670604.76 	5708897.23 	5793190.87 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,SK	: 	15949.32 	15068.40 	14742.17 	13572.36 	13346.99 	13099.14 	12486.19 	389347.43 	12650.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,TR	: 	17387.25 	16033.23 	17920.35 	18386.24 	15108.39 	14869.86 	13492.74 	14479.19 	13766.94 	13014.07 	14045.50 	13288.72 	13040.15 	14211.27 	14730.85 	15440.13 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,UK	: 	37782.78 	36362.47 	37898.24 	40544.95 	38740.41 	39877.68 	39372.65 	41068.61 	42597.18 	41671.36 	40373.95 	39812.73 	37551.73 	36465.99 	35653.36 	34072.23 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,US	: 	42763.10 	40548.96 	36628.12 	38814.68 	38122.14 	38905.26 	37474.14 	36555.40 	37190.54 	35576.38 	34406.78 	33219.50 	32560.77 	31575.02 	30485.17 	30015.73 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,AT	: 	51669.46 	49838.04 	46769.36 	48002.88 	46131.40 	44955.83 	43952.26 	44165.48 	44154.64 	43086.41 	41447.40 	39871.45 	39065.37 	37422.05 	36122.96 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,BE	: 	54503.93 	53184.36 	51853.55 	51876.31 	48131.57 	46492.97 	45209.25 	46073.07 	44979.10 	43721.97 	43031.77 	41807.18 	40642.10 	42281.24 	40116.95 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,BG	: 	14790.92 	13117.76 	13187.79 	11623.87 	10971.34 	9608.69 	9480.51 	8491.72 	7115.58 	6112.62 	5700.21 	4850.00 	4700.13 	4511.37 	4312.89 	4391.08 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,CH	: 	64729.02 	60457.94 	60614.23 	55070.10 	49047.64 	46082.15 	44886.25 	45384.82 	45588.17 	42723.27 	41846.30 	40622.31 	39684.71 	39824.00 	37972.56 	42718.57 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	31634.79 	29491.80 	28395.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,CZ	: 	23018.33 	22075.49 	21028.71 	19956.44 	19296.14 	19724.95 	19036.64 	18923.37 	18087.39 	16793.97 	15797.27 	14791.36 	14113.05 	13309.47 	12777.28 	12006.59 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,DE	: 	58931.85 	56567.24 	54110.29 	54295.86 	53138.41 	50858.35 	48545.29 	49990.34 	49534.89 	47685.46 	46786.60 	45458.02 	43801.81 	42671.32 	41134.57 	103654.10 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,DK	: 	49709.95 	48311.02 	47752.17 	45895.32 	44771.94 	44281.39 	42514.25 	43120.00 	42329.39 	40069.46 	38234.37 	38096.54 	37105.11 	38023.00 	36246.45 	36278.47 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,EE	: 	21498.47 	19574.30 	19706.31 	17569.52 	15910.44 	1019.59 	: 	975.79 	14814.87 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,EL	: 	30421.07 	29261.81 	30064.59 	26258.15 	20562.07 	26762.98 	24014.48 	22927.29 	23027.81 	21475.55 	20093.38 	19714.53 	18861.29 	16907.02 	14793.47 	10350654.70 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,ES	: 	36408.76 	35275.58 	35765.94 	32877.54 	32445.66 	32038.07 	30890.16 	30537.76 	29601.03 	28829.73 	28251.39 	27542.81 	27418.76 	27478.20 	26239.06 	6367763.45 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,FI	: 	45482.13 	43522.16 	42903.47 	41575.34 	41542.37 	40665.43 	38311.90 	38503.07 	37170.41 	34163.13 	33120.26 	31717.44 	30026.77 	29750.62 	28163.05 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,FR	: 	44810.17 	43405.91 	41068.86 	41594.78 	40671.02 	38947.28 	37357.93 	37495.65 	37495.72 	36122.96 	35218.49 	33654.02 	32781.87 	34034.68 	33108.16 	286526.30 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,HR	: 	23812.47 	22974.37 	23588.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,HU	: 	22345.18 	21350.68 	21443.11 	19117.04 	18244.63 	17407.73 	16908.13 	16747.75 	16073.94 	15510.94 	14447.30 	13595.63 	13168.64 	12764.54 	11591.75 	10599.95 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,IE	: 	35553.16 	35698.44 	36871.61 	35059.50 	35290.67 	34165.51 	31539.34 	31511.63 	31421.54 	30049.52 	29293.67 	27759.14 	26243.67 	25049.92 	25241.09 	27757.29 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,IS	: 	50839.07 	47380.69 	45297.53 	41397.26 	37980.12 	36555.24 	37282.96 	45669.45 	48621.81 	45243.70 	43088.73 	37453.18 	34997.96 	33885.15 	33272.22 	34892.77 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,IT	: 	38063.33 	37351.84 	36683.45 	34602.37 	34748.75 	34067.21 	32501.75 	32614.35 	31474.12 	30275.15 	29154.35 	28257.54 	27878.16 	27558.14 	27802.04 	73759642.71 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,JP	: 	46270.54 	43305.28 	43881.13 	41603.15 	41543.06 	41607.47 	40412.24 	40296.48 	41977.74 	40713.97 	39804.35 	36882.38 	35491.89 	34379.79 	33069.91 	34865.18 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,LT	: 	17191.41 	16680.71 	15710.90 	13815.80 	13208.07 	13326.76 	13008.87 	14026.29 	13169.83 	11218.73 	9976.61 	9267.39 	7761.25 	8038.79 	7575.39 	7517.66 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,LU	: 	58255.24 	56780.27 	53852.40 	52162.57 	50717.80 	51404.43 	49734.27 	50041.49 	49292.49 	48864.48 	47059.60 	49219.52 	47923.37 	47063.69 	45568.14 	2629217.02 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,LV	: 	18943.90 	17058.66 	12208.65 	15167.55 	14520.26 	14814.06 	14076.41 	13560.78 	12557.96 	10721.42 	9301.31 	8475.01 	8078.69 	7731.59 	7257.00 	6903.01 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,MT	: 	13969.00 	31049.84 	34792.11 	32818.01 	31620.89 	28450.74 	26806.90 	27129.79 	25729.47 	25373.31 	25009.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,NL	: 	56413.03 	55179.74 	54656.05 	53630.95 	53036.32 	53260.79 	50925.59 	51446.60 	51468.57 	49017.72 	46164.20 	44631.50 	42442.85 	42775.34 	41154.36 	132520.57 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,NO	: 	56199.34 	54779.82 	54397.40 	52625.27 	50212.70 	49750.53 	47654.93 	47950.34 	47736.87 	44200.83 	41946.46 	40440.83 	38841.81 	37874.79 	35801.24 	35457.19 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,PL	: 	24799.41 	22660.26 	21436.34 	19895.66 	19714.96 	18067.29 	17406.55 	17362.48 	17282.69 	15037.73 	14173.72 	14002.76 	13807.91 	13407.48 	13022.50 	12428.59 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,PT	: 	26692.07 	26857.82 	26603.14 	22569.25 	25252.16 	24770.27 	24144.67 	23699.28 	23471.53 	21912.37 	20611.78 	19598.92 	19394.54 	19291.50 	17105.90 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,RO	: 	16511.47 	14316.84 	14289.76 	12288.59 	12353.14 	11891.78 	10812.69 	10856.88 	9452.42 	8053.44 	7227.98 	6959.29 	6164.68 	6038.41 	5969.02 	5140.80 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,SE	: 	46431.08 	44958.44 	42874.68 	42405.87 	41107.41 	40286.75 	39599.15 	40464.31 	39371.45 	37007.84 	35644.95 	34492.98 	32581.54 	32116.44 	31348.83 	30583.80 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,SI	: 	28316.94 	27029.09 	27325.92 	25089.81 	24858.81 	25168.68 	23820.40 	23941.04 	23175.03 	6878593.34 	6931362.17 	6985775.19 	6917240.62 	7088257.56 	7136123.16 	7241490.23 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,SK	: 	19936.65 	18835.49 	18427.71 	16965.45 	16683.73 	16373.92 	15607.74 	506.73 	15812.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,TR	: 	21734.06 	20041.54 	22400.43 	22982.80 	18885.49 	18587.32 	16865.93 	18098.99 	17208.68 	16267.59 	17556.88 	16610.90 	16300.19 	17764.08 	18413.57 	19300.17 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,UK	: 	47228.47 	45453.09 	47372.80 	50681.18 	48425.52 	49847.10 	49215.81 	51335.76 	53246.47 	52089.21 	50467.44 	49765.91 	46939.67 	45582.49 	44566.69 	42590.28 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,US	: 	53453.87 	50686.20 	45785.15 	48518.34 	47652.68 	48631.57 	46842.67 	45694.25 	46488.18 	44470.47 	43008.47 	41524.38 	40700.96 	39468.77 	38106.46 	37519.67 	: 	: 	: 	: 	: 
PPS,GRS,A1_167,AT	: 	69030.40 	66583.63 	62359.15 	64003.84 	61508.53 	59941.10 	58603.02 	58887.31 	58872.85 	57448.55 	55263.20 	53161.93 	52087.16 	49896.07 	48163.95 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_167,BE	: 	72817.25 	71054.30 	69138.07 	69168.41 	64175.43 	61990.62 	60279.00 	61430.76 	59972.14 	58295.96 	57375.69 	55742.91 	54189.46 	56374.99 	53489.27 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_167,BG	: 	19760.66 	17525.33 	17618.89 	15529.49 	14657.71 	12837.21 	12665.96 	11344.94 	9506.14 	8166.49 	7616.03 	6479.67 	6279.37 	6027.72 	5763.05 	5867.15 	: 	: 	: 	: 	: 
PPS,GRS,A1_167,CH	: 	86477.97 	80771.81 	80980.61 	73426.80 	65396.86 	61442.86 	59848.34 	60513.09 	60784.23 	56964.36 	55795.06 	54163.08 	52912.94 	53098.67 	50630.08 	57072.01 	: 	: 	: 	: 	: 
PPS,GRS,A1_167,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	42264.08 	39401.04 	37936.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_167,CZ	: 	30752.49 	29492.85 	28094.36 	26608.58 	25728.19 	26299.94 	25382.19 	25231.17 	24116.52 	22391.97 	21063.03 	19721.81 	18817.40 	17745.96 	17036.37 	16008.79 	: 	: 	: 	: 	: 
PPS,GRS,A1_167,DE	: 	78732.95 	75573.83 	72147.05 	72394.48 	70851.22 	67811.14 	64727.06 	66653.79 	66046.52 	63580.61 	62382.13 	60610.69 	58402.41 	56895.09 	54846.09 	138205.46 	: 	: 	: 	: 	: 
PPS,GRS,A1_167,DK	: 	66412.49 	64543.53 	63796.90 	61193.76 	59695.92 	59041.85 	56685.66 	57493.34 	56439.18 	53425.94 	50979.16 	50795.39 	49473.48 	50697.33 	48328.60 	48371.29 	: 	: 	: 	: 	: 
PPS,GRS,A1_167,EE	: 	28721.95 	26151.27 	26275.08 	23426.03 	21213.93 	1359.45 	: 	1301.05 	19792.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_167,EL	: 	40642.55 	39093.78 	40086.12 	35010.87 	27416.10 	35683.97 	32019.30 	30569.72 	30703.75 	28634.06 	26791.18 	26286.04 	25148.39 	22542.68 	19724.63 	13800872.94 	: 	: 	: 	: 	: 
PPS,GRS,A1_167,ES	: 	48642.10 	47128.17 	47687.92 	43836.72 	43260.88 	42717.42 	41186.88 	40717.01 	39468.04 	38439.63 	37668.51 	36723.75 	36558.34 	36637.59 	34985.40 	8490351.26 	: 	: 	: 	: 	: 
PPS,GRS,A1_167,FI	: 	60764.13 	58145.61 	57204.63 	55433.78 	55389.83 	54220.57 	51082.53 	51337.42 	49560.55 	45550.84 	44160.35 	42289.92 	40035.70 	39667.49 	37550.73 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_167,FR	: 	59866.38 	57990.29 	54758.48 	55459.71 	54228.02 	51929.70 	49810.58 	49994.19 	49994.29 	48163.95 	46957.98 	44872.03 	43709.16 	45379.57 	44144.21 	382035.06 	: 	: 	: 	: 	: 
PPS,GRS,A1_167,HR	: 	31813.47 	30693.75 	31514.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_167,HU	: 	29853.16 	28524.50 	28647.99 	25489.39 	24326.17 	23210.31 	22544.18 	22330.34 	21431.92 	20681.26 	19263.06 	18127.51 	17558.19 	17019.38 	15455.67 	14133.27 	: 	: 	: 	: 	: 
PPS,GRS,A1_167,IE	: 	47499.03 	47693.12 	49162.14 	46746.00 	47054.22 	45554.02 	42052.45 	42015.51 	41895.39 	40066.02 	39058.23 	37012.18 	34991.56 	33399.89 	33722.10 	37009.72 	: 	: 	: 	: 	: 
PPS,GRS,A1_167,IS	: 	67920.99 	63300.60 	60517.50 	55196.35 	50640.16 	48740.32 	49710.61 	60892.60 	64829.08 	60324.94 	57451.64 	49937.58 	46663.94 	45180.20 	44362.95 	46616.74 	: 	: 	: 	: 	: 
PPS,GRS,A1_167,IT	: 	50852.61 	49902.06 	48911.27 	46136.49 	46331.67 	45422.94 	43335.67 	43485.80 	41965.49 	40366.87 	38872.46 	37676.72 	37170.88 	36744.18 	37069.38 	98346190.28 	: 	: 	: 	: 	: 
PPS,GRS,A1_167,JP	: 	61817.45 	57855.85 	58625.19 	55470.87 	55390.74 	55476.63 	53882.98 	53728.63 	55970.32 	54285.29 	53072.46 	49176.51 	47322.51 	45839.72 	44093.21 	46579.89 	: 	: 	: 	: 	: 
PPS,GRS,A1_167,LT	: 	22967.72 	22285.43 	20989.76 	18457.91 	17645.99 	17804.54 	17379.84 	18739.13 	17594.90 	14988.22 	13328.75 	12380.87 	10348.51 	10739.73 	10120.47 	10043.61 	: 	: 	: 	: 	: 
PPS,GRS,A1_167,LU	: 	77829.01 	75858.45 	71803.20 	69550.09 	67623.73 	68539.24 	66312.36 	66721.99 	65723.32 	65152.64 	62746.13 	65626.03 	63897.82 	62751.59 	60757.51 	3505622.69 	: 	: 	: 	: 	: 
PPS,GRS,A1_167,LV	: 	25309.06 	22790.37 	16310.76 	20263.85 	19399.07 	19791.58 	18806.09 	18117.21 	16777.44 	14323.82 	12426.55 	11322.63 	10793.11 	10329.37 	9695.34 	9222.43 	: 	: 	: 	: 	: 
PPS,GRS,A1_167,MT	: 	18662.59 	41482.59 	46482.25 	43844.86 	42245.51 	38010.19 	35814.02 	36245.40 	34374.58 	33898.74 	33412.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_167,NL	: 	75367.81 	73720.14 	72874.74 	71507.94 	70715.09 	71014.38 	67900.78 	68595.47 	68624.76 	65356.96 	61552.26 	59508.67 	56590.47 	57033.79 	54872.48 	176694.10 	: 	: 	: 	: 	: 
PPS,GRS,A1_167,NO	: 	75082.32 	73185.84 	72674.92 	70167.02 	66950.27 	66334.04 	63539.91 	63933.79 	63649.16 	58934.43 	55928.61 	53921.11 	51789.07 	50499.72 	47734.99 	47370.80 	: 	: 	: 	: 	: 
PPS,GRS,A1_167,PL	: 	33132.01 	30274.11 	28638.94 	26527.54 	26286.61 	24089.73 	23208.74 	23149.98 	23043.59 	20050.31 	18898.29 	18670.34 	18410.55 	17876.64 	17363.33 	16571.45 	: 	: 	: 	: 	: 
PPS,GRS,A1_167,PT	: 	35660.61 	35882.05 	35470.85 	30092.33 	33669.55 	33027.03 	32192.89 	31599.05 	31295.37 	29216.49 	27482.37 	26131.89 	25859.38 	25721.99 	22807.86 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_167,RO	: 	22059.32 	19127.30 	19091.12 	16417.55 	16503.80 	15887.42 	14445.75 	14504.79 	12628.43 	10759.40 	9656.58 	9297.61 	8236.01 	8067.31 	7974.60 	6868.11 	: 	: 	: 	: 	: 
PPS,GRS,A1_167,SE	: 	62031.93 	60064.47 	57280.57 	56541.16 	54809.88 	53715.67 	52798.86 	53952.41 	52495.26 	49343.79 	47526.60 	45990.64 	43442.05 	42821.92 	41798.43 	40778.40 	: 	: 	: 	: 	: 
PPS,GRS,A1_167,SI	: 	37831.44 	36110.86 	36434.56 	33453.08 	33145.09 	33558.24 	31760.54 	31921.39 	30900.04 	9171457.78 	9241816.22 	9314366.92 	9222987.50 	9451010.09 	9514830.88 	9655320.30 	: 	: 	: 	: 	: 
PPS,GRS,A1_167,SK	: 	26635.37 	25164.22 	24570.28 	22620.59 	22244.98 	21831.90 	20810.33 	675.64 	21083.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_167,TR	: 	29036.70 	26775.50 	29926.98 	30643.74 	25180.66 	24783.09 	22487.91 	24131.98 	22944.90 	21690.12 	23409.16 	22147.86 	21733.59 	23685.44 	24551.42 	25733.56 	: 	: 	: 	: 	: 
PPS,GRS,A1_167,UK	: 	63097.24 	60725.33 	63290.06 	67574.91 	64567.35 	66462.81 	65621.09 	68447.68 	70995.29 	69452.27 	67289.92 	66354.54 	62586.22 	60776.65 	59422.26 	56787.05 	: 	: 	: 	: 	: 
PPS,GRS,A1_167,US	: 	71414.38 	67716.76 	61168.95 	64691.13 	63536.90 	64842.10 	62456.89 	60925.67 	61984.24 	59293.96 	57344.63 	55365.84 	54267.95 	52625.03 	50808.62 	50026.21 	: 	: 	: 	: 	: 
PPS,GRS,A1_2CH_67,AT	: 	27694.83 	26713.19 	24943.66 	25601.53 	24603.41 	23976.44 	23441.20 	23554.93 	23549.14 	22979.42 	22105.28 	21264.77 	20834.86 	19958.43 	19265.58 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_2CH_67,BE	: 	29214.11 	28506.82 	27655.23 	27667.36 	25670.17 	24796.25 	24111.60 	24572.30 	23988.86 	23318.39 	22950.28 	22297.17 	21675.78 	22550.00 	21395.71 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_2CH_67,BG	: 	7927.93 	7031.12 	7068.66 	6230.40 	5880.64 	5150.26 	5081.55 	4551.56 	3814.12 	3276.16 	3055.63 	2599.91 	2519.27 	2418.38 	2312.49 	2354.02 	: 	: 	: 	: 	: 
PPS,GRS,A1_2CH_67,CH	: 	34694.75 	32405.46 	32489.23 	29370.72 	26158.74 	24577.15 	23939.33 	24205.23 	24313.69 	22785.74 	22318.02 	21665.23 	21165.17 	21239.47 	20252.03 	22897.15 	: 	: 	: 	: 	: 
PPS,GRS,A1_2CH_67,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	16956.25 	15807.60 	15220.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_2CH_67,CZ	: 	12337.83 	11832.46 	11271.39 	10643.43 	10291.27 	10519.98 	10152.88 	10092.47 	9646.61 	8956.79 	8425.21 	7888.72 	7526.96 	7098.38 	6814.55 	6403.51 	: 	: 	: 	: 	: 
PPS,GRS,A1_2CH_67,DE	: 	31587.47 	30320.04 	28858.82 	28957.79 	28340.49 	27124.46 	25890.82 	26661.51 	26418.61 	25432.24 	24952.85 	24244.28 	23360.96 	22758.04 	21938.44 	55282.19 	: 	: 	: 	: 	: 
PPS,GRS,A1_2CH_67,DK	: 	26644.53 	25894.71 	25595.16 	24477.50 	23878.37 	23616.74 	22674.27 	22997.33 	22575.67 	21370.38 	20391.66 	20318.16 	19789.39 	20278.93 	19331.44 	19348.52 	: 	: 	: 	: 	: 
PPS,GRS,A1_2CH_67,EE	: 	11523.18 	10491.83 	10510.03 	9370.41 	8485.57 	543.78 	: 	520.42 	7940.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_2CH_67,EL	: 	16305.69 	17252.76 	17637.89 	15404.78 	12063.08 	15700.95 	14088.49 	13450.68 	13509.65 	12598.98 	11788.11 	11565.85 	11065.29 	9918.79 	8678.84 	6072384.09 	: 	: 	: 	: 	: 
PPS,GRS,A1_2CH_67,ES	: 	19515.09 	18907.71 	19075.17 	17534.69 	17304.35 	17086.97 	16474.75 	16286.81 	15787.22 	15375.85 	15067.40 	14689.50 	14623.34 	14655.04 	13994.16 	3396140.50 	: 	: 	: 	: 	: 
PPS,GRS,A1_2CH_67,FI	: 	24378.42 	23327.88 	22881.85 	22173.51 	22155.93 	21688.23 	20433.01 	20534.97 	19824.22 	18220.34 	17664.14 	16915.97 	16014.28 	15866.99 	15020.29 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_2CH_67,FR	: 	24018.25 	23265.57 	21903.39 	22183.89 	21691.21 	20771.88 	19924.23 	19997.68 	19997.71 	19265.58 	18783.19 	17948.81 	17483.66 	18151.83 	17657.69 	152814.03 	: 	: 	: 	: 	: 
PPS,GRS,A1_2CH_67,HR	: 	12763.49 	12314.26 	12643.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
