purchase,unit,geo\time	2018Q3 	2018Q2 	2018Q1 	2017Q4 	2017Q3 	2017Q2 	2017Q1 	2016Q4 	2016Q3 	2016Q2 	2016Q1 	2015Q4 	2015Q3 	2015Q2 	2015Q1 	2014Q4 	2014Q3 	2014Q2 	2014Q1 	2013Q4 	2013Q3 	2013Q2 	2013Q1 	2012Q4 	2012Q3 	2012Q2 	2012Q1 	2011Q4 	2011Q3 	2011Q2 	2011Q1 	2010Q4 	2010Q3 	2010Q2 	2010Q1 	2009Q4 	2009Q3 	2009Q2 	2009Q1 	2008Q4 	2008Q3 	2008Q2 	2008Q1 	2007Q4 	2007Q3 	2007Q2 	2007Q1 	2006Q4 	2006Q3 	2006Q2 	2006Q1 	2005Q4 	2005Q3 	2005Q2 	2005Q1 
TOTAL,INX_Q,EU27_2019	114.34 p	112.71 p	111.00 p	110.21 p	109.44 p	107.86 p	106.02 p	105.63 p	104.90 p	103.44 p	101.83 p	101.08 p	100.88 p	99.84 p	98.21 p	98.05 p	98.36 p	98.01 p	96.99 p	96.98 p	97.52 p	97.40 p	97.05 p	98.35 p	98.86 p	99.33 p	99.59 p	100.33 p	101.49 p	102.01 p	101.23 p	101.04 p	101.18 p	100.73 p	99.60 p	100.07 p	99.96 p	99.93 p	100.48 p	102.34 p	104.32 p	104.96 p	104.34 p	103.86 p	103.88 p	102.33 p	100.08 p	98.26 p	96.01 p	93.44 p	91.13 p	88.46 p	87.51 p	85.40 p	84.11 p
TOTAL,INX_Q,EU28	114.74 p	112.99 p	111.34 p	110.68 p	110.02 p	108.31 p	106.40 p	106.05 p	105.42 p	103.86 p	102.15 p	101.35 p	101.01 p	99.67 p	97.97 p	97.87 p	98.12 p	97.38 p	96.03 p	95.85 p	96.23 p	95.80 p	95.25 p	96.43 p	96.99 p	97.24 p	97.22 p	97.99 p	99.15 p	99.43 p	98.66 p	98.75 p	99.16 p	98.59 p	97.39 p	97.74 p	97.38 p	96.85 p	97.15 p	99.40 p	101.96 p	103.04 p	102.60 p	102.58 p	102.60 p	100.88 p	98.46 p	96.72 p	94.57 p	91.99 p	89.56 p	87.22 p	86.39 p	84.32 p	82.88 p
TOTAL,INX_Q,FI	103.11 	103.52 	101.71 	101.56 	102.05 	102.68 	101.75 	100.40 	100.58 	100.98 	99.80 	99.90 	100.12 	100.16 	99.81 	99.42 	100.03 	100.47 	100.06 	99.93 	100.54 	100.68 	100.26 	99.63 	99.36 	99.44 	98.39 	96.76 	97.31 	97.55 	95.84 	94.60 	94.62 	93.56 	92.75 	90.70 	88.85 	87.53 	86.17 	84.19 p	87.52 p	88.65 p	87.88 p	87.00 p	86.82 p	86.56 p	85.08 p	83.23 p	81.98 p	81.41 p	79.60 p	78.67 p	76.97 p	75.74 p	73.62 p
TOTAL,INX_Q,FR	108.68 p	106.33 	105.39 	105.14 	105.69 	103.40 	102.39 	101.78 	102.35 	100.20 	99.71 	100.14 	100.94 	99.53 	99.39 	100.35 	102.44 	101.69 	101.46 	102.68 	103.83 	102.94 	103.06 	104.35 	105.86 	105.19 	105.12 	106.53 	107.57 	105.39 	103.34 	102.70 	101.52 	98.69 	96.72 	95.95 	95.68 	94.16 	95.51 	99.24 	102.72 	102.42 	102.13 	102.76 	102.11 	99.83 	98.11 	97.38 	96.59 	93.64 	90.81 	88.77 	87.10 	83.19 	79.81 
TOTAL,INX_Q,HR	112.32 	109.26 	109.44 	108.45 	105.13 	104.55 	100.85 	100.75 	101.31 	100.28 	101.21 	99.96 	99.86 	99.13 	101.05 	102.14 	103.00 	103.82 	102.94 	103.63 	104.97 	104.63 	105.28 	105.40 	109.09 	109.86 	111.36 	111.99 	111.31 	110.53 	108.81 	109.80 	109.52 	110.49 	112.07 	114.28 	116.37 	118.48 	122.58 	123.02 	126.34 	124.01 	123.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,INX_Q,HU	130.93 p	131.23 	128.35 	124.33 	122.31 	118.67 	115.21 	116.95 	115.20 	111.97 	109.39 	104.65 	103.06 	98.69 	93.60 	91.22 	89.19 	87.55 	85.75 	84.13 	85.26 	85.14 	84.95 	84.67 	86.39 	87.12 	90.21 	89.34 	89.75 	90.97 	91.73 	91.99 	93.75 	94.21 	94.69 	92.42 	95.05 	96.65 	99.69 	100.29 	102.29 	101.90 	100.55 	102.05 	101.20 	97.35 	95.04 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,INX_Q,IE	133.31 p	130.44 p	127.34 p	125.31 p	122.18 p	115.86 p	113.36 p	112.06 p	109.33 p	104.79 p	103.67 p	103.25 p	101.73 p	98.60 p	96.43 p	96.59 p	93.63 p	86.62 p	82.04 p	80.77 p	78.52 p	74.33 p	74.32 p	76.50 p	75.89 p	75.00 p	76.76 p	80.38 p	85.12 p	90.50 p	95.45 p	99.98 p	104.59 p	107.73 p	111.53 p	115.58 	118.33 	123.46 	132.58 	142.58 	150.29 	154.41 	158.74 	162.16 	163.07 	163.29 	162.70 	159.91 	156.49 	147.62 	141.99 	139.46 	133.58 	128.58 	125.92 
TOTAL,INX_Q,IS	143.46 	140.52 	138.82 	136.94 p	135.65 p	130.12 p	122.09 	116.73 p	110.76 p	106.65 p	104.94 	102.78 	100.54 	99.42 	97.26 	94.56 	92.98 	92.06 	89.94 	87.93 	86.43 	84.35 	82.12 	81.57 	81.46 	80.45 	78.78 	77.91 	76.35 	74.76 	72.41 	72.70 	72.00 	71.83 	71.56 	73.79 	72.11 	73.72 	77.49 	80.60 	82.45 	82.83 	83.15 	82.20 	79.41 	75.82 	72.34 	71.96 	71.99 	70.83 	68.39 	66.07 	63.41 	59.31 	53.61 
TOTAL,INX_Q,IT	98.4 p	99.2 	98.6 	98.8 	99.2 	99.6 	99.1 	100.0 	100.7 	100.5 	99.8 	99.8 	100.7 	99.8 	99.7 	101.9 	103.5 	104.7 	105.7 	107.1 	108.6 	110.2 	110.5 	113.6 	115.9 	118.1 	119.0 	119.5 	120.3 	120.7 	118.3 	118.9 	118.8 	117.9 	116.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,INX_Q,LT	124.35 	123.00 	119.78 	116.94 	116.66 	114.52 	111.07 	109.43 	107.48 	103.91 	100.78 	99.95 	102.07 	100.49 	97.49 	96.76 	98.68 	97.11 	93.33 	91.92 	89.60 	91.20 	89.86 	89.25 	89.94 	89.05 	89.99 	90.31 	89.67 	89.88 	89.20 	85.55 	83.94 	84.57 	82.75 	84.41 	88.52 	92.79 	97.97 	122.54 	132.09 	134.49 	129.90 	125.67 	123.42 	115.87 	111.26 	106.78 	96.21 	87.40 	86.60 	: 	: 	: 	: 
TOTAL,INX_Q,LU	120.10 	117.90 	116.84 	113.50 	112.28 	112.21 	109.84 	108.92 	107.02 	105.44 	102.64 	101.06 	101.27 	99.87 	97.80 	97.45 	95.98 	94.72 	91.36 	92.74 	91.40 	90.27 	89.16 	88.96 	86.49 	86.26 	84.60 	85.67 	82.87 	82.88 	80.93 	81.28 	80.20 	78.99 	80.09 	77.09 	75.36 	76.05 	75.58 	77.43 	77.27 	77.55 	75.38 	75.72 	76.13 	73.16 	72.67 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,INX_Q,LV	130.07 p	129.91 	126.02 	119.69 	119.72 	119.53 	113.11 	110.90 	110.04 	109.52 	103.49 	102.91 	100.40 	100.06 	96.63 	96.57 	109.04 	104.90 	103.39 	101.08 	98.52 	97.37 	93.52 	93.41 	92.54 	90.28 	89.22 	88.05 	91.36 	88.51 	86.98 	83.25 	80.83 	78.80 	78.52 	85.34 	87.60 	89.04 	98.98 	120.71 	143.82 	154.19 	157.05 	146.78 	149.52 	138.58 	134.59 	119.19 	109.54 	99.22 	89.95 	: 	: 	: 	: 
TOTAL,INX_Q,MT	118.72 p	115.18 p	111.20 p	116.59 p	113.02 	108.88 	105.61 	111.12 	107.62 	102.78 	100.29 	105.92 	102.72 	96.07 	95.30 	97.92 	94.58 	92.73 	92.82 	92.83 	94.33 	90.10 	91.37 	94.13 	96.03 	89.49 	90.50 	88.73 	91.03 	90.79 	88.65 	87.45 	94.04 	91.16 	91.50 	87.90 	90.87 	89.78 	91.74 	95.19 	96.44 	90.54 	94.40 	87.10 	86.24 	84.76 	80.89 	76.88 	71.59 	69.34 	62.34 	59.43 	61.17 	56.48 	56.65 
TOTAL,INX_Q,NL	125.69 p	121.66 	119.90 	116.65 	114.02 	111.39 	109.67 	107.52 	106.16 	103.58 	102.81 	101.45 	101.14 	99.14 	98.27 	97.25 	96.85 	96.23 	95.80 	95.32 	95.63 	95.02 	97.02 	99.73 	99.31 	103.33 	105.07 	107.11 	109.03 	109.55 	111.07 	110.93 	111.58 	111.48 	111.61 	111.95 	112.04 	113.03 	116.38 	117.60 	120.06 	118.54 	118.36 	118.29 	117.19 	114.95 	113.95 	112.45 	111.48 	110.22 	108.78 	107.59 	107.07 	105.66 	104.46 
TOTAL,INX_Q,NO	116.29 	116.08 	113.57 	112.23 	112.35 	115.54 	114.86 	111.61 	109.87 	107.18 	102.86 	100.12 	100.93 	100.66 	98.29 	94.88 	94.89 	94.26 	90.92 	89.76 	91.75 	92.25 	91.21 	88.73 	88.28 	87.82 	85.07 	83.05 	82.48 	82.16 	80.12 	76.21 	76.27 	76.65 	73.93 	71.49 d	71.49 d	70.25 d	66.72 d	64.06 d	68.89 d	71.33 d	70.46 d	68.83 d	70.41 d	70.51 d	67.97 d	63.95 d	63.20 d	61.19 d	58.31 d	54.89 d	54.84 d	54.35 d	52.88 d
TOTAL,INX_Q,PL	113.43 	111.95 	109.48 	107.86 	106.50 	105.44 	103.33 	103.86 	102.73 	100.84 	100.00 	99.88 	100.63 	100.43 	99.06 	98.89 	98.66 	99.30 	97.15 	97.49 	97.43 	97.52 	97.70 	100.29 	101.41 	102.82 	103.50 	104.92 	105.41 	106.57 	105.88 	105.95 	106.02 	105.87 	104.60 	106.15 	111.08 	110.62 	111.23 	110.12 	111.46 	115.30 	114.79 	112.09 	117.95 	116.04 	109.19 	97.60 	81.70 	65.96 	60.80 	58.29 	55.06 	55.08 	55.59 
TOTAL,INX_Q,PT	129.72 	128.49 	125.58 	121.06 	119.60 	115.51 	111.89 	109.57 	108.31 	106.91 	103.67 	101.84 	100.65 	100.57 	96.94 	96.98 	97.31 	97.70 	96.16 	94.89 	92.75 	92.25 	92.45 	94.31 	93.70 	94.64 	96.84 	98.25 	101.49 	103.18 	105.45 	106.21 	107.32 	108.16 	107.74 	107.13 	106.70 	106.65 	105.67 	104.74 	106.56 	109.59 	109.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,INX_Q,RO	118.88 	119.66 	116.10 	113.75 	112.44 	114.27 	108.96 	107.70 	105.86 	106.59 	103.65 	100.36 	98.87 	99.76 	101.01 	97.62 	96.01 	96.88 	98.37 	97.59 	98.04 	100.42 	100.99 	97.71 	97.44 	101.15 	101.74 	98.75 	102.31 	108.11 	110.14 	114.77 	117.48 	121.99 	123.93 	130.93 	126.51 	126.97 	132.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,INX_Q,SE	115.29 	114.14 	113.49 	114.44 	117.76 	116.15 	113.95 	111.15 	109.54 	106.98 	106.85 	104.35 	102.26 	98.40 	94.99 	91.41 	89.98 	87.07 	85.15 	82.79 	81.54 	80.09 	78.81 	77.37 	77.02 	76.43 	75.63 	74.56 	76.12 	76.32 	75.87 	75.52 	74.38 	73.24 	72.35 	71.19 	69.36 	67.50 	65.54 	63.88 	67.37 	67.86 	66.56 	66.37 	68.35 	65.96 	62.15 	59.83 	59.49 	57.94 	56.31 	54.39 	53.00 	51.00 	49.33 
TOTAL,INX_Q,SI	128.77 	126.34 	121.19 	116.07 	111.89 	111.42 	106.87 	105.54 	103.69 	102.84 	100.94 	98.74 	98.77 	102.38 	100.11 	98.69 	97.77 	98.84 	101.51 	103.22 	103.30 	109.60 	108.72 	107.95 	111.90 	114.91 	113.60 	118.40 	119.01 	121.89 	122.24 	116.80 	116.53 	118.08 	117.41 	116.97 	114.95 	116.93 	119.37 	127.31 	131.52 	129.08 	129.32 	127.52 	122.08 	118.12 	115.66 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,INX_Q,SK	120.65 	120.99 	119.57 	116.16 	115.62 	113.09 	107.08 	109.75 	107.77 	106.10 	103.18 	101.34 	100.22 	100.16 	98.27 	96.67 	94.72 	94.88 	93.35 	93.46 	93.56 	93.78 	93.54 	91.45 	93.32 	92.70 	93.54 	94.15 	95.57 	95.08 	96.51 	96.36 	96.26 	96.96 	97.55 	98.09 	103.19 	98.59 	103.39 	110.44 	114.77 	120.39 	116.60 	109.38 	101.56 	93.62 	87.45 	80.96 	76.58 	74.64 	71.76 	: 	: 	: 	: 
TOTAL,INX_Q,UK	117.22 p	114.71 	113.35 	113.60 	113.69 	111.16 	108.78 	108.60 	108.66 	106.49 	104.16 	103.05 	101.82 	98.60 	96.52 	96.81 	96.65 	93.67 	90.39 	89.22 	88.71 	86.62 	84.91 	85.43 	86.23 	85.28 	83.77 	84.64 	85.80 	84.80 	84.11 	85.70 	87.56 	86.34 	84.77 	84.47 	82.83 	79.74 	78.68 	82.97 	88.87 	92.52 	93.12 	95.72 	95.76 	93.14 	89.72 	88.47 	86.81 	84.19 	81.14 	80.59 	80.42 	78.53 	76.28 
TOTAL,RCH_A,AT	4.9 	3.7 	5.3 	6.5 	4.9 	4.9 	4.8 	7.0 	5.2 	9.0 	13.4 	6.4 	9.3 	4.2 	-0.5 	4.6 	0.7 	4.5 	4.4 	3.3 	6.0 	5.8 	5.7 	6.5 	7.6 	7.0 	8.2 	6.5 	6.0 	5.9 	6.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RCH_A,BE	2.6 p	3.9 	2.5 	3.6 p	3.7 p	2.9 p	4.4 p	2.6 p	2.5 p	2.2 p	3.2 p	1.5 p	2.8 p	1.9 p	0.4 p	1.0 	-0.9 	-0.9 	-1.4 	1.1 	1.3 	1.2 	1.0 	1.1 	1.8 	2.6 	3.5 	3.5 	4.2 	4.2 	4.2 	4.6 	3.0 	3.4 	1.5 	-0.9 	-0.5 	-1.4 	1.0 	3.3 	4.3 	4.8 	5.3 	6.8 	7.2 	8.2 	9.0 	8.6 	9.9 	10.6 	10.1 	: 	: 	: 	: 
TOTAL,RCH_A,BG	6.3 p	7.5 	7.1 p	8.2 	9.0 	8.6 	9.0 	8.1 	8.8 	6.5 	4.6 	4.0 	2.1 	2.8 	2.3 	2.8 	1.8 	0.5 	0.7 	-1.2 	-3.1 	-2.2 	-2.3 	-1.3 	-1.0 	-1.6 	-3.7 	-5.8 	-5.5 	-5.9 	-4.8 	-5.0 p	-6.4 p	-9.9 p	-18.0 p	-25.7 p	-26.8 p	-20.9 p	-7.3 p	11.7 p	26.8 p	32.2 p	31.6 p	34.6 p	30.6 p	27.1 p	22.6 p	17.4 p	14.0 p	12.2 p	15.1 p	: 	: 	: 	: 
TOTAL,RCH_A,CY	1.7 p	1.2 p	3.7 p	2.5 p	0.6 p	3.6 p	2.4 p	3.3 p	-0.6 p	-1.4 p	-0.2 p	-2.1 p	-0.2 p	-2.9 p	-0.6 p	0.8 p	-0.3 p	-1.2 p	-6.2 p	-6.9 p	-6.4 p	-1.2 p	-1.7 p	0.6 p	-1.0 p	-7.0 p	-4.6 p	-4.0 p	-1.0 p	1.1 p	-2.5 p	-3.6 p	-5.7 p	-6.9 p	-6.6 p	-6.2 	-7.4 	-7.1 	-5.5 	-0.9 	3.7 	8.9 	11.3 	9.6 	12.1 	12.5 	13.0 	13.4 	12.0 	11.6 	10.3 	: 	: 	: 	: 
TOTAL,RCH_A,CZ	8.7 p	8.1 	7.6 	8.4 p	12.5 	13.3 	12.8 	10.9 p	7.1 	5.7 	4.8 	4.5 p	4.1 	3.8 	3.5 	3.7 	2.8 	1.8 	1.5 	0.1 	0.2 	0.1 	-0.3 	-0.7 	-1.6 	-2.0 	-1.6 	-0.8 	0.2 	0.5 	0.2 	0.0 	-0.8 	-1.3 	-4.7 	-6.8 	-6.6 	-4.4 	2.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RCH_A,DE	5.4 p	4.9 p	5.5 p	4.6 	4.4 	4.2 	5.1 	6.9 	6.6 	5.6 	4.8 	5.8 	4.4 	4.4 	4.3 	3.4 	3.6 	2.8 	2.7 	1.5 	2.8 	4.5 	3.9 	4.9 	4.3 	2.3 	2.2 	4.2 	2.8 	3.3 	3.6 	-0.5 	1.7 	1.4 	1.5 	2.9 	1.6 	0.0 	-1.2 	0.2 	0.0 	1.7 	3.5 	-1.7 	-0.9 	-2.2 	-3.8 	1.2 	-2.5 	1.0 	-1.2 	: 	: 	: 	: 
TOTAL,RCH_A,DK	3.5 p	4.6 	5.9 	4.4 	4.7 	4.7 	4.5 	4.2 	5.9 	5.0 	5.8 	7.7 	7.2 	6.2 	6.7 	4.3 	3.3 	3.9 	3.6 	3.6 	4.5 	4.8 	2.7 	1.3 	-1.8 	-5.4 	-4.6 	-5.6 	-3.1 	1.0 	0.9 	2.5 	3.2 	3.2 	2.3 	-4.8 	-11.9 	-14.9 	-15.6 	-11.0 	-5.3 	-2.7 	-1.7 	0.0 	0.9 	2.7 	7.5 	14.7 	23.5 	30.4 	29.4 	: 	: 	: 	: 
TOTAL,RCH_A,EA	4.3 p	4.4 p	4.5 p	4.2 p	3.9 p	3.7 p	3.8 p	4.1 p	3.6 p	3.3 p	3.3 p	2.6 p	1.9 p	1.2 p	0.5 p	0.5 p	0.4 p	0.2 p	-0.4 p	-1.8 p	-1.6 p	-2.2 p	-2.7 p	-2.1 p	-2.7 p	-2.6 p	-1.5 p	-0.2 p	0.8 p	1.7 p	2.1 p	1.4 p	1.8 p	1.3 p	-0.4 p	-1.2 p	-3.1 p	-3.6 p	-2.8 p	-1.1 p	0.6 p	2.2 p	3.5 p	3.1 p	4.1 p	4.3 p	4.8 p	6.6 p	6.1 p	7.2 p	6.6 p	: 	: 	: 	: 
TOTAL,RCH_A,EE	4.1 	7.4 	6.6 	4.9 	4.7 	4.8 	7.7 	7.7 	7.4 	1.8 	2.0 	5.1 	4.0 	10.5 	8.0 	10.1 	13.2 	14.5 	17.5 	15.6 	11.1 	8.1 	7.7 	5.8 	8.4 	7.7 	7.3 	11.8 	6.8 	8.8 	6.7 	12.9 	15.0 	2.6 	-5.5 	-33.6 	-42.2 	-37.7 	-34.9 	-19.6 	-7.4 	-10.0 	-1.3 	5.2 	17.9 	29.9 	34.4 	47.2 	50.6 	48.6 	52.3 	: 	: 	: 	: 
TOTAL,RCH_A,ES	7.2 	6.8 	6.2 	7.2 	6.7 	5.6 	5.3 	4.4 	4.0 	3.9 	6.3 	4.2 	4.5 	4.0 	1.5 	1.8 	0.3 	0.8 	-1.6 	-6.3 	-6.4 	-10.6 	-12.8 	-12.7 	-16.1 	-16.0 	-14.2 	-12.7 	-8.1 	-6.2 	-3.6 	-1.4 	-1.7 	-1.0 	-3.0 	-4.4 	-6.9 	-7.6 	-7.4 	-5.2 	-2.9 	-0.3 	2.8 	5.7 	9.2 	11.6 	13.1 	14.6 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RCH_A,EU	4.3 p	4.3 p	4.6 p	4.4 p	4.4 p	4.3 p	4.2 p	4.6 p	4.4 p	4.2 p	4.3 p	3.6 p	2.9 p	2.4 p	2.0 p	2.1 p	2.0 p	1.6 p	0.8 p	-0.6 p	-0.8 p	-1.5 p	-2.0 p	-1.6 p	-2.2 p	-2.2 p	-1.5 p	-0.8 p	0.0 p	0.9 p	1.3 p	1.1 p	1.9 p	1.8 p	0.3 p	-1.6 p	-4.5 p	-6.0 p	-5.3 p	-3.1 p	-0.7 p	2.1 p	4.2 p	6.0 p	8.5 p	9.6 p	9.9 p	10.2 p	8.7 p	8.4 p	7.3 p	: 	: 	: 	: 
TOTAL,RCH_A,EU27_2019	4.5 p	4.5 p	4.7 p	4.3 p	4.3 p	4.3 p	4.1 p	4.5 p	4.0 p	3.6 p	3.7 p	3.1 p	2.6 p	1.9 p	1.3 p	1.1 p	0.9 p	0.6 p	-0.1 p	-1.4 p	-1.4 p	-1.9 p	-2.6 p	-2.0 p	-2.6 p	-2.6 p	-1.6 p	-0.7 p	0.3 p	1.3 p	1.6 p	1.0 p	1.2 p	0.8 p	-0.9 p	-2.2 p	-4.2 p	-4.8 p	-3.7 p	-1.5 p	0.4 p	2.6 p	4.3 p	5.7 p	8.2 p	9.5 p	9.8 p	11.1 p	9.7 p	9.4 p	8.3 p	: 	: 	: 	: 
TOTAL,RCH_A,EU28	4.3 p	4.3 p	4.6 p	4.4 p	4.4 p	4.3 p	4.2 p	4.6 p	4.4 p	4.2 p	4.3 p	3.6 p	2.9 p	2.4 p	2.0 p	2.1 p	2.0 p	1.6 p	0.8 p	-0.6 p	-0.8 p	-1.5 p	-2.0 p	-1.6 p	-2.2 p	-2.2 p	-1.5 p	-0.8 p	0.0 p	0.9 p	1.3 p	1.0 p	1.8 p	1.8 p	0.2 p	-1.7 p	-4.5 p	-6.0 p	-5.3 p	-3.1 p	-0.6 p	2.1 p	4.2 p	6.1 p	8.5 p	9.7 p	9.9 p	10.9 p	9.5 p	9.1 p	8.1 p	: 	: 	: 	: 
TOTAL,RCH_A,FI	1.0 	0.8 	0.0 	1.2 	1.5 	1.7 	2.0 	0.5 	0.5 	0.8 	0.0 	0.5 	0.1 	-0.3 	-0.2 	-0.5 	-0.5 	-0.2 	-0.2 	0.3 	1.2 	1.2 	1.9 	3.0 	2.1 	1.9 	2.7 	2.3 	2.8 	4.3 	3.3 	4.3 	6.5 	6.9 	7.6 	7.7 p	1.5 p	-1.3 p	-1.9 p	-3.2 p	0.8 p	2.4 p	3.3 p	4.5 p	5.9 p	6.3 p	6.9 p	5.8 p	6.5 p	7.5 p	8.1 p	: 	: 	: 	: 
TOTAL,RCH_A,FR	2.8 p	2.8 	2.9 	3.3 	3.3 	3.2 	2.7 	1.6 	1.4 	0.7 	0.3 	-0.2 	-1.5 	-2.1 	-2.0 	-2.3 	-1.3 	-1.2 	-1.6 	-1.6 	-1.9 	-2.1 	-2.0 	-2.0 	-1.6 	-0.2 	1.7 	3.7 	6.0 	6.8 	6.8 	7.0 	6.1 	4.8 	1.3 	-3.3 	-6.9 	-8.1 	-6.5 	-3.4 	0.6 	2.6 	4.1 	5.5 	5.7 	6.6 	8.0 	9.7 	10.9 	12.6 	13.8 	: 	: 	: 	: 
TOTAL,RCH_A,HR	6.8 	4.5 	8.5 	7.6 	3.8 	4.3 	-0.4 	0.8 	1.5 	1.2 	0.2 	-2.1 	-3.0 	-4.5 	-1.8 	-1.4 	-1.9 	-0.8 	-2.2 	-1.7 	-3.8 	-4.8 	-5.5 	-5.9 	-2.0 	-0.6 	2.3 	2.0 	1.6 	0.0 	-2.9 	-3.9 	-5.9 	-6.7 	-8.6 	-7.1 	-7.9 	-4.5 	-0.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RCH_A,HU	7.0 p	10.6 	11.4 	6.3 	6.2 	6.0 	5.3 	11.8 	11.8 	13.5 	16.9 	14.7 	15.6 	12.7 	9.2 	8.4 	4.6 	2.8 	0.9 	-0.6 	-1.3 	-2.3 	-5.8 	-5.2 	-3.7 	-4.2 	-1.7 	-2.9 	-4.3 	-3.4 	-3.1 	-0.5 	-1.4 	-2.5 	-5.0 	-7.8 	-7.1 	-5.2 	-0.9 	-1.7 	1.1 	4.7 	5.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RCH_A,IE	9.1 p	12.6 p	12.3 p	11.8 p	11.8 p	10.6 p	9.3 p	8.5 p	7.5 p	6.3 p	7.5 p	6.9 p	8.7 p	13.8 p	17.5 p	19.6 p	19.2 p	16.5 p	10.4 p	5.6 p	3.5 p	-0.9 p	-3.2 p	-4.8 p	-10.8 p	-17.1 p	-19.6 p	-19.6 p	-18.6 p	-16.0 p	-14.4 p	-13.5 p	-11.6 p	-12.7 p	-15.9 p	-18.9 	-21.3 	-20.0 	-16.5 	-12.1 	-7.8 	-5.4 	-2.4 	1.4 	4.2 	10.6 	14.6 	14.7 	17.2 	14.8 	12.8 	: 	: 	: 	: 
TOTAL,RCH_A,IS	5.8 p	8.0 p	13.7 	17.3 p	22.5 p	22.0 p	16.3 	13.6 p	10.2 p	7.3 p	7.9 	8.7 	8.1 	8.0 	8.1 	7.5 	7.6 	9.1 	9.5 	7.8 	6.1 	4.8 	4.2 	4.7 	6.7 	7.6 	8.8 	7.2 	6.0 	4.1 	1.2 	-1.5 	-0.2 	-2.6 	-7.7 	-8.4 	-12.5 	-11.0 	-6.8 	-1.9 	3.8 	9.2 	14.9 	14.2 	10.3 	7.0 	5.8 	8.9 	13.5 	19.4 	27.6 	: 	: 	: 	: 
TOTAL,RCH_A,IT	-0.8 p	-0.4 	-0.5 	-1.2 	-1.5 	-0.9 	-0.7 	0.2 	0.0 	0.7 	0.1 	-2.1 	-2.7 	-4.7 	-5.7 	-4.9 	-4.7 	-5.0 	-4.3 	-5.7 	-6.3 	-6.7 	-7.1 	-4.9 	-3.7 	-2.2 	0.6 	0.5 	1.3 	2.4 	1.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RCH_A,LT	6.6 	7.4 	7.8 	6.9 	8.5 	10.2 	10.2 	9.5 	5.3 	3.4 	3.4 	3.3 	3.4 	3.5 	4.5 	5.3 	10.1 	6.5 	3.9 	3.0 	-0.4 	2.4 	-0.1 	-1.2 	0.3 	-0.9 	0.9 	5.6 	6.8 	6.3 	7.8 	1.4 	-5.2 	-8.9 	-15.5 	-31.1 	-33.0 	-31.0 	-24.6 	-2.5 	7.0 	16.1 	16.8 	17.7 	28.3 	32.6 	28.5 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RCH_A,LU	7.0 	5.1 	6.4 	4.2 	4.9 	6.4 	7.0 	7.8 	5.7 	5.6 	4.9 	3.7 	5.5 	5.4 	7.0 	5.1 	5.0 	4.9 	2.5 	4.2 	5.7 	4.6 	5.4 	3.8 	4.4 	4.1 	4.5 	5.4 	3.3 	4.9 	1.0 	5.4 	6.4 	3.9 	6.0 	-0.4 	-2.5 	-1.9 	0.3 	2.3 	1.5 	6.0 	3.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RCH_A,LV	8.6 p	8.7 	11.4 	7.9 	8.8 	9.1 	9.3 	7.8 	9.6 	9.5 	7.1 	6.6 	-7.9 	-4.6 	-6.5 	-4.5 	10.7 	7.7 	10.6 	8.2 	6.5 	7.9 	4.8 	6.1 	1.3 	2.0 	2.6 	5.8 	13.0 	12.3 	10.8 	-2.4 	-7.7 	-11.5 	-20.7 	-29.3 	-39.1 	-42.3 	-37.0 	-17.8 	-3.8 	11.3 	16.7 	23.1 	36.5 	39.7 	49.6 	: 	: 	: 	: 	: 	: 	: 	: 
